1.1431,-0.086099
-0.12388,1.1464
-0.12388,1.1464
0.94787,0.033788
0.9461,0.28314
0.22486,0.95165
0.41221,0.88025
0.11377,0.95391
0.08943,0.95961
-0.0012093,0.96956
0.3327,0.88357
0.48694,0.82184
0.56181,0.81941
0.61583,0.7265
-0.11193,1.1068
-0.10407,1.059
0.83977,0.46418
0.85723,0.40761
0.85649,0.45012
0.5759,0.78852
0.73807,0.60015
0.79851,0.48093
0.4389,0.85991
0.78007,0.52654
-0.04906,0.99187
0.77794,0.56586
0.7332,0.63186
-0.055136,1.0226
0.87188,0.37976
0.3166,0.90816
0.92065,0.31308
-0.11992,1.1163
1.009,-0.052336
0.65925,0.72489
0.48112,0.82757
0.4579,0.84125
0.89692,0.37333
0.97496,-0.024964
0.67108,0.67817
0.56253,0.81208
1.0777,-0.07047
0.98928,-0.044595
0.30969,0.91983
0.86331,0.39047
0.95823,-0.013606
0.28577,0.92049
1.1328,-0.080318
0.91301,0.33595
-0.066877,1.0252
1.1089,-0.07874
0.33199,0.89178
-0.075508,1.0431
0.71153,0.64529
1.0968,-0.075048
0.69372,0.64821
0.58367,0.77212
-0.01414,0.97135
-0.027295,0.9813
0.74487,0.58334
0.95204,0.017474
0.78416,0.51715
0.72403,0.6389
0.93274,0.29993
1.0624,-0.064256
-0.12144,1.1461
0.68162,0.66982
0.98172,-0.035903
0.68397,0.65711
0.66387,0.69754
0.24203,0.9449
0.66181,0.72336
-0.039152,0.98361
-0.092807,1.0539
0.84334,0.45744
0.25542,0.93303
0.89909,0.36103
0.94534,0.28419
0.10372,0.95574
0.79035,0.5005
0.90692,0.35304
0.27365,0.92625
1.0276,-0.059523
-0.085683,1.0462
0.44463,0.85445
0.59423,0.75739
0.60285,0.74433
0.44833,0.84207
0.60285,0.74433
1.051,-0.060804
0.76588,0.56674
1.0245,-0.05884
0.75664,0.57055
0.92659,0.30045
0.24436,0.93818
0.79851,0.48093
0.26993,0.93284
0.75075,0.57703
0.95587,0.0061998
0.90789,0.34124
0.78943,0.50051
