0.54502,0.46392,0.12976,0.47885,0.20352,0.82459
0.19748,0.4176,0.66149,0.99351,0.14231,0.79007
0.43442,0.91567,0.0079456,0.74189,0.28637,0.58911
0.10963,0.0091146,0.06802,0.18065,0.72379,0.98747
0.89177,0.72495,0.21022,0.9178,0.68342,0.28004
0.29467,0.84972,0.61699,0.50362,0.46508,0.62938
0.071902,0.50112,0.35432,0.41431,0.53298,0.083558
0.003261,0.7896,0.97311,0.63592,0.047436,0.65086
0.048991,0.084561,0.27699,0.23626,0.91531,0.25287
0.65633,0.53773,0.80002,0.13141,0.17046,0.69644
0.37369,0.87266,0.15876,0.69646,0.62489,0.54505
0.82063,0.22926,0.40978,0.86957,0.57428,0.73896
0.25267,0.75951,0.24355,0.73049,0.25631,0.18219
0.41242,0.16075,0.9118,0.54545,0.12098,0.53224
0.15833,0.10389,0.56289,0.016037,0.38231,0.063024
0.70672,0.3031,0.94755,0.30175,0.96242,0.22445
0.48655,0.60886,0.87444,0.39649,0.84567,0.84598
0.68773,0.16868,0.73815,0.096063,0.76885,0.71052
0.32194,0.051699,0.58644,0.60863,0.026007,0.12345
0.77446,0.64824,0.45376,0.81085,0.49887,0.45992
0.83387,0.35961,0.77539,0.59435,0.36028,0.012038
0.97662,0.36889,0.30443,0.22373,0.76417,0.35985
0.5889,0.93738,0.7275,0.44738,0.971,0.4183
0.60276,0.2348,0.036718,0.2973,0.88331,0.89554
0.3461,0.66678,0.3999,0.15646,0.80829,0.95839
0.95133,0.81658,0.84725,0.93945,0.084873,0.31954
0.52487,0.59071,0.66751,0.79813,0.54001,0.13725
0.22517,0.49193,0.48124,0.048433,0.41172,0.38783
0.75153,0.96846,0.50533,0.34793,0.64527,0.90355
0.91847,0.27551,0.17008,0.8534,0.32835,0.47501
0.03292,0.43886,0.77024,0.87706,0.6627,0.28831
0.034242,0.43127,0.58767,0.53029,0.37087,0.57167
0.23939,0.82882,0.98055,0.096966,0.48461,0.45771
0.87926,0.056682,0.18934,0.071264,0.32902,0.72397
0.0020869,0.46062,0.4549,0.17991,0.0047722,0.63396
0.059266,0.42879,0,0.52998,0.67555,0.52983
0.027205,0.99588,0.34515,0.28165,0.17923,0.20786
0.26788,0.55434,0.58576,0.043623,1,0.38969
0.80774,0.79316,0.80722,0.92166,0.3605,0.40737
0,0.40533,0.17225,0.95761,0.43903,0.14622
0.99755,0.58365,0.19548,0.65692,0.527,0.39513
0.29945,0.42292,0.54285,0.52977,0.65424,0.29629
0.0090534,0.49326,0.37268,0.59845,0.39397,0.45276
0.96847,0.65605,0.55585,0.14437,0.40432,0
0.30589,0.5117,0.41101,0.46587,0.405,0.41949
0.76918,0.519,0.44744,0.41175,0.15299,0.57704
0.012201,0.49514,0.51701,0.51268,0.65117,0.73565
0.031059,0.51418,0.19082,0.56415,0.40719,0.53402
0.0056246,0.41188,0.30449,0.48228,0.29157,0.58082
0.015556,0.90674,0.63938,0.73043,0.8278,0.18051
0.017684,0.48379,0.61668,0.52029,0.52001,0.92601
0.79363,0.50236,0.032581,0.54653,0.39598,0.45303
0.039185,0.40914,0.71677,0.66021,0.26808,0.00010922
0.0013146,0.5,0.53496,0.45405,0.83756,0.61883
8.542e-05,0.49588,0.48108,0.66112,0.55952,0.58981
0.99096,0.3944,0.41694,0.72399,0.55271,0.6877
0.9939,0.23519,0.69503,0.29775,0,0.2882
0.0081502,0.59597,0.49022,0.54626,0.43662,0.66367
1,0.62825,0.35071,0.43753,0.79907,0.43527
0.14318,0.44776,0.43763,0.39644,0.6294,0.57059
0.018168,0.52231,0.37693,0.86067,0.5029,0.65314
0,0.45085,0.35853,0.81225,0.60354,0.58827
0,0.38185,0.56079,0.55448,0.50648,0.58068
0.0026397,0.69293,0.3785,0.55771,0.64382,0.37339
0.028045,0.51314,0.48397,0.56034,0.39471,0.43192
0.046543,0.61665,0.4029,0.46572,0.39574,0.6108
0.014018,0.42177,0.46504,0.46159,0.44329,0.33993
0.19369,0.58271,0.51437,0.45619,0.55737,0.49527
0.32349,0.47467,0.41047,0.33083,0.58823,0.56728
0.0064775,0.48181,0.49324,0.43646,0.59786,0.54324
0.99835,0.48707,0.43448,0.54509,0.99557,0.16805
0.00053685,0.44965,0.4646,0.56753,0.47488,0.37906
