case,avg_fit_time,avg_score_time,avg_val_r2,avg_val_neg_root_mean_squared_error,avg_test_r2,avg_test_neg_root_mean_squared_error
case_1,9.678243923187257,0.008418464660644531,0.8201486233046053,-10.844903564453125,0.9280565542853164,-7.635782844458147
case_2,9.164429664611816,0.0072019100189208984,0.5674828086741008,-5.649110221862793,0.6564494907166786,-5.035833055625757
case_3,8.829928922653199,0.006165122985839844,0.7439501046659045,-13.416419410705567,0.8299614572272297,-12.316136548503433
case_4,9.082662630081177,0.006500959396362305,0.6884344267428111,-16.305817794799804,0.7527532896902167,-13.567832347613168
