NAME,conversion,de,solvent,batch
TYPE,DATA,DATA,DATA,METADATA
0,64.8268395117972,79.98789208704682,127-19-5,0
1,59.06191792258922,78.77097660276722,107-21-1,0
2,47.95841576309671,77.55838833523089,75-15-0,0
3,64.91577615112921,85.6568165566258,680-31-9,0
4,67.9406146765153,80.59874035441153,67-68-5,1
5,60.5606816520056,83.25097295583508,102-76-1,1
6,56.91354017358277,83.80808426251242,108-75-8,1
7,96.05301069794807,78.40930191678777,56-81-5,1
8,79.0199635661924,79.38731440729364,126-33-0,2
9,77.83739540917027,86.3173261985495,100-51-6,2
10,76.86927738120646,84.06531417655859,108-32-7,2
11,67.99513325567344,85.6539184087564,872-50-4,2
12,59.161545297965105,85.7621878644642,123-25-1,3
13,64.94668499818857,84.48512476585748,96-49-1,3
14,58.422235444923224,83.99143405124217,107-06-2,3
15,56.47625553418221,83.57180143505302,110-71-4,3
16,62.03847678378267,86.80260996809835,57-55-6,4
17,55.71771356125997,87.2983648164566,7226-23-5,4
18,56.656180298972714,85.43115873330169,109-69-3,4
19,59.923509271074096,84.75813761997513,591-78-6,4
20,53.292569615329924,82.79061829561637,1634-04-4,5
21,58.046496879732075,84.16609487886056,109-86-4,5
22,52.76842091294074,87.15395749762578,75-85-4,5
23,50.28884409854433,84.02386435003866,75-65-0,5
24,54.900312704760104,87.84553901266811,110-19-0,6
25,56.79519730361355,82.92569435851172,96-47-9,6
26,56.39238505380552,87.04192228116837,123-51-3,6
27,65.4901196921464,79.9010771140107,108-24-7,6
28,55.481457966874245,84.7750043254925,71-43-2,7
29,55.92731814535528,78.60242885287634,71-36-3,7
30,58.26175694788081,86.82884004430628,108-90-7,7
31,57.57138076064785,84.86536537850255,98-82-8,7
32,64.2653462689505,81.87459835298912,108-93-0,8
33,55.312570503377735,84.19801285898635,120-92-3,8
34,47.83533320695638,80.02459849876304,75-09-2,8
35,55.21379449770093,84.60402891289937,123-91-1,8
36,52.736124951816514,83.40878835801863,64-17-5,9
37,53.4016341394056,81.9326180803521,141-78-6,9
38,51.27237207243332,83.06720969268918,109-94-4,9
39,52.66512475891952,76.77387498578871,64-18-6,9
