NAME,conversion,de,solvent,batch
TYPE,DATA,DATA,DATA,METADATA
0,75.25772023667577,86.20141989400946,100-51-6,0
1,47.414796242439586,79.76082026562649,75-15-0,0
2,65.80009158434407,88.279858902762,102-76-1,0
3,50.87322256844714,80.34240873008605,75-52-5,0
4,59.15392530865393,87.46031049344913,108-75-8,1
5,60.57440184535024,84.80573161804526,123-25-1,1
6,56.08693662488635,82.89273225744262,107-06-2,1
7,56.54038672329884,84.29042676062292,110-71-4,1
8,98.21710506568415,77.55432555005376,56-81-5,2
9,60.50444935422244,81.99776241581685,57-55-6,2
10,63.50916937453876,86.9234505747854,7226-23-5,2
11,69.44786697723882,83.63580140909235,96-49-1,2
12,82.6950908048233,83.74907623914102,111-87-5,3
13,61.20919673189096,86.489904328111,680-31-9,3
14,61.99897782984315,81.27717244280905,127-19-5,3
15,54.57453983040019,85.01143566601367,109-69-3,3
16,65.65831886732133,82.24367370567512,591-78-6,4
17,51.673706998857845,87.33117202194802,1634-04-4,4
18,56.49337121126221,81.65917735173494,109-86-4,4
19,57.94007401945858,83.54447531918139,75-85-4,4
20,52.72964892701093,86.51264638230194,75-65-0,5
21,56.83393900354249,84.28609771554882,110-19-0,5
22,55.571065147110694,84.8300456830837,96-47-9,5
23,57.03675540982616,85.66384799779591,123-51-3,5
24,62.79848150686304,81.29006205720243,108-24-7,6
25,54.055768323055254,80.85335693514232,71-43-2,6
26,58.28867502060964,83.06894377370358,71-36-3,6
27,57.69435400498627,83.68358309788707,108-90-7,6
28,57.59944394643426,85.3153591671307,98-82-8,7
29,66.25355197157135,81.37567840891981,108-93-0,7
30,59.133660097332225,86.44036817165131,120-92-3,7
31,52.93849673731735,87.01084836633657,75-09-2,7
32,56.06719402315991,88.94212746561197,123-91-1,8
33,58.11446965961086,81.89158351777913,107-21-1,8
34,54.08797201852664,89.17994998221393,64-17-5,8
35,54.208334855734975,79.95108050572306,141-78-6,8
36,50.65193662193694,81.41968789900446,109-94-4,9
37,44.93174230836177,75.16482692277232,64-18-6,9
38,51.85892250110593,79.01723356469584,142-82-5,9
39,70.99981930627904,83.37043575421745,111-70-6,9
