NAME,conversion,de,solvent,batch
TYPE,DATA,DATA,DATA,METADATA
0,50.83227003435427,74.11097809144451,64-18-6,0
1,68.85435541961844,80.05391615205824,111-70-6,0
2,49.88054239906278,76.95360555097956,67-64-1,0
3,62.21780933982756,87.84601708257428,123-25-1,0
4,81.13872716199957,83.66487520995129,100-51-6,0
5,59.609016742818326,87.19986166832045,123-25-1,0
6,51.69082408595057,86.0129704117479,75-52-5,0
7,101.87315846620412,79.31680751150995,56-81-5,0
8,78.65741579049431,85.96687295109062,126-33-0,1
9,55.427403624423626,85.57218926476303,107-06-2,1
10,56.93927649447413,86.03021888920767,110-71-4,1
11,55.96029900515537,87.7725401061219,57-55-6,1
12,57.85133409828889,85.27834217673596,109-69-3,1
13,59.67033175127792,86.07156473597556,591-78-6,1
14,49.81812156224177,84.52387737865627,1634-04-4,1
15,57.97929394602354,84.46661340603977,109-86-4,1
16,79.90739503957697,82.09448726120033,111-87-5,2
17,59.62445041790405,87.79511190156055,100-66-3,2
18,66.17610010182982,81.35511902413462,872-50-4,2
19,57.95508794339257,82.20656916105105,75-85-4,2
20,52.70365149603162,82.44516537108588,75-65-0,2
21,58.96456441565732,84.58801518288338,110-19-0,2
22,52.542997962322225,84.49878848487327,96-47-9,2
23,56.887664697031646,85.12816283341462,123-51-3,2
24,62.39186965374238,88.21571053943312,102-76-1,3
25,55.75314171854993,87.94387858055401,98-08-8,3
26,64.2520299588927,83.26794038061263,108-24-7,3
27,53.96375698747647,84.41001269184915,71-43-2,3
28,55.31902888525117,86.10930515991345,71-36-3,3
29,51.295110109109935,77.48631388555208,75-15-0,3
30,63.55885553224479,84.89276939777179,108-90-7,3
31,60.03027095490913,82.96460935469,98-82-8,3
32,71.10261220788466,86.8310849985925,96-49-1,4
33,58.53476640146129,83.85479321798266,7226-23-5,4
34,64.60495610934075,83.45009414937691,111-96-6,4
35,68.07392513302456,81.68814215148214,108-93-0,4
36,58.50891295021377,83.8227083154868,120-92-3,4
37,51.50370552980106,83.34488116956932,75-09-2,4
38,55.57266011228489,85.6942421865728,123-91-1,4
39,59.53341885622384,79.03967071095123,107-21-1,4
