NAME,conversion,de,solvent,batch
TYPE,DATA,DATA,DATA,METADATA
0,54.467692583834655,87.04048003565018,109-99-9,0
1,57.26657207982649,82.49865020475487,142-82-5,0
2,94.25081091872092,82.05282728673613,56-81-5,0
3,65.70178385235721,81.440457549457,67-68-5,0
4,82.15497583317652,79.52761224233723,111-87-5,0
5,78.73171710815403,82.8453934731235,126-33-0,0
6,55.980199850133765,84.70101177223549,75-85-4,0
7,60.43734268436121,83.15074273307955,57-55-6,0
8,59.48968015256606,83.66037584777321,98-82-8,1
9,60.9980102586906,81.89340971272262,108-24-7,1
10,61.8867791695273,86.73778755494006,108-90-7,1
11,60.055252608951406,87.22415157096401,108-94-1,1
12,56.718335020085924,86.50843324223297,107-06-2,1
13,54.94692655896758,83.39019965411539,110-71-4,1
14,55.628559988435896,85.1499455947995,109-69-3,1
15,57.06134986178693,85.15740873485271,591-78-6,1
16,67.31099261582806,79.91747312420334,872-50-4,2
17,61.15382021067013,82.95801815189462,100-66-3,2
18,53.14192431218593,86.7739534715976,1634-04-4,2
19,57.42005105911245,85.48930368290729,109-86-4,2
20,53.77209561546171,82.87102805744124,75-65-0,2
21,53.68369214444198,87.06332130516417,110-19-0,2
22,52.83397818911882,83.28891558969195,96-47-9,2
23,58.14091801649767,88.75306518121921,123-51-3,2
24,58.05477448446875,87.81488364985431,98-08-8,3
25,60.237832859308156,85.93136090031963,108-75-8,3
26,65.3993338663148,82.55431054452673,96-49-1,3
27,58.670863580372036,83.93519679455973,71-43-2,3
28,78.304201640697,86.99318650515613,100-51-6,3
29,53.812680030338846,84.43079284485275,71-36-3,3
30,51.5648064664054,76.70536423670009,75-15-0,3
31,61.79395451274163,80.27806135156035,108-93-0,3
32,59.98262317450757,83.59230316176057,7226-23-5,4
33,59.672842631192154,82.59932432886806,120-92-3,4
34,54.4328230066432,80.26858175902942,75-09-2,4
35,63.52749822244644,81.20972345237941,123-25-1,4
36,55.640119822887414,83.64058270139584,123-91-1,4
37,60.255044764877134,78.87830087468579,107-21-1,4
38,52.79907914539179,86.35061244484731,64-17-5,4
39,56.2728342710635,80.64816093686544,141-78-6,4
