NAME,conversion,de,solvent,batch
TYPE,DATA,DATA,DATA,METADATA
0,58.579936778640615,75.21032766403583,107-21-1,0
1,53.277797348392184,82.35271845045531,75-52-5,0
2,59.525393182636286,79.7799457689333,107-21-1,0
3,50.40057103586002,77.27318295809997,78-93-3,0
4,81.76618021821596,80.4997923884903,111-87-5,0
5,54.395861045810925,62.98071076228121,76-05-1,0
6,61.67013387981003,86.88017562140318,102-76-1,0
7,75.33611846497975,79.43652277934038,111-87-5,0
8,98.85876217011278,77.83546355199186,56-81-5,1
9,62.43299576193489,83.17777415376861,98-82-8,1
10,53.41355177887459,84.34102857200956,110-86-1,1
11,73.00793587037703,84.95266541816132,100-51-6,1
12,55.62195907418429,85.48928697593978,108-90-7,1
13,51.413370027694604,85.29123454724748,107-06-2,1
14,57.47629785357057,85.11500180859876,110-71-4,1
15,60.36392239242898,80.29876891688787,57-55-6,1
16,61.49843051664096,80.6227707569153,120-92-3,2
17,55.76722333666117,85.78434415395178,108-10-1,2
18,64.3049778465156,78.94512990136697,68-12-2,2
19,56.11824424653426,85.9481164332004,109-69-3,2
20,52.881576175568725,83.47357213314777,1634-04-4,2
21,57.05689453463042,82.9117197302884,109-86-4,2
22,56.48012069632055,85.44580609225686,75-85-4,2
23,52.753265057194696,81.92028661794404,75-65-0,2
24,57.42791096320071,87.58031661308209,110-19-0,3
25,68.94549348703218,81.86478697587926,872-50-4,3
26,57.385993841517966,83.37449226950551,123-86-4,3
27,58.164929238259724,86.15667192231304,591-78-6,3
28,55.25728431538703,84.28627399506543,96-47-9,3
29,57.6222710103267,85.01441732088718,123-51-3,3
30,63.40731832711672,81.98714059119428,108-24-7,3
31,55.79509576278759,84.79901290752228,71-43-2,3
32,83.27005514469415,83.33831698821346,126-33-0,4
33,62.01584369716394,82.31279546998972,111-96-6,4
34,59.037877486740285,90.72366944678195,100-66-3,4
35,55.30799059315945,84.75882478233756,98-08-8,4
36,62.80330136916433,84.09620278499467,96-49-1,4
37,54.552166310305545,83.25179549777324,71-36-3,4
38,47.94963570608343,79.20147689737924,75-15-0,4
39,63.759349596266624,80.98964077448603,108-93-0,4
