NAME,conversion,de,solvent,batch
TYPE,DATA,DATA,DATA,METADATA
0,57.893372736466,82.8617593424646,107-21-1,0
1,67.8494751131275,82.34842096078816,96-49-1,0
2,100.50964185492617,78.99198429971406,56-81-5,0
3,38.35441102798815,72.48967959687921,107-31-3,0
4,67.39544184507344,84.82884548555667,108-93-0,0
5,53.77352905056362,82.97682950365827,75-09-2,0
6,56.72669620367829,85.2216057631077,628-63-7,0
7,58.60644926219137,83.5921809936589,680-31-9,0
8,58.23106201189411,84.30507025598621,107-06-2,1
9,56.1268183715348,86.5001961483552,110-71-4,1
10,60.22860853330689,82.57306235389825,57-55-6,1
11,60.66440511078408,87.3852695581945,7226-23-5,1
12,54.93221458033144,85.88372422121073,109-69-3,1
13,62.90068200467811,88.93551589127519,108-75-8,1
14,60.54987101184008,85.12910262999225,591-78-6,1
15,54.75024536360117,86.73453430965387,1634-04-4,1
16,60.62069521967508,83.92705237585602,98-82-8,2
17,56.467021584615004,81.34995442722817,540-84-1,2
18,55.94945708831494,83.0315746594608,109-86-4,2
19,58.1970885152119,81.98633859237921,75-85-4,2
20,57.35787022977945,84.64240084006998,75-65-0,2
21,57.52832966822393,83.20795298178356,110-19-0,2
22,57.4394689594397,86.63588809279513,96-47-9,2
23,56.20265577515653,88.56190629217646,123-51-3,2
24,61.51030152278846,83.12699990059083,108-24-7,3
25,55.56254629023572,81.05555118110101,71-43-2,3
26,55.46498845046758,82.9149887069116,71-36-3,3
27,48.9677379751924,79.79726561640021,75-15-0,3
28,57.69900934227852,87.50772135179443,108-90-7,3
29,55.61678959729532,82.72499452936188,120-92-3,3
30,63.61500818826697,87.2663796349562,123-25-1,3
31,58.08103411849971,84.09418996374136,123-91-1,3
32,79.9157692678066,77.95126181370384,111-87-5,4
33,63.47277524174801,82.17757440782792,111-96-6,4
34,55.38535937629376,84.8778835262226,64-17-5,4
35,53.24279697549086,80.64628211009838,141-78-6,4
36,47.15604127486642,83.51097100582703,109-94-4,4
37,49.138382336149355,77.807963318794,64-18-6,4
38,51.2753827383509,83.44336956635891,142-82-5,4
39,55.945135512546265,81.87454988026819,110-54-3,4
