NAME,conversion,de,solvent,batch
TYPE,DATA,DATA,DATA,METADATA
0,46.59167589433484,76.62130071885396,64-18-6,0
1,62.56646787762511,86.13786475469709,102-76-1,0
2,64.04081745595994,85.0216953406713,108-10-1,0
3,50.17511613914712,79.3087880851186,75-05-8,0
4,81.66230945993613,78.26473275208478,111-87-5,0
5,95.1623021680781,77.27769334943332,56-81-5,0
6,52.43555205018303,86.82052142110683,64-17-5,0
7,78.231104519731,80.8814026196707,100-51-6,0
8,53.85955911439805,88.20289159021819,108-90-7,1
9,41.15179998532778,75.29463100519227,107-31-3,1
10,57.522622845231965,84.40032120820638,107-06-2,1
11,54.95202017601631,83.85936505143601,110-71-4,1
12,56.76694397099813,82.26767594223364,57-55-6,1
13,55.39082325874732,84.68874702590766,109-69-3,1
14,57.28431540883495,83.83577581123978,591-78-6,1
15,50.99935582741406,82.78209576722529,1634-04-4,1
16,63.22427629405238,81.31850578765048,108-24-7,2
17,55.65270106108738,86.2439915794744,121-44-8,2
18,66.58856721931741,80.1488113048265,108-93-0,2
19,55.19792789272672,83.71347106617532,110-19-0,2
20,56.94086242003952,87.30706338633792,109-86-4,2
21,59.64562564678561,85.20795252020787,75-85-4,2
22,57.632146823779664,84.35212032961329,75-65-0,2
23,54.85086058168795,84.53581055615439,96-47-9,2
24,69.5033483095375,83.94024828575685,111-70-6,3
25,53.98048310292231,82.33314857309398,123-51-3,3
26,53.296551991436594,85.47531329725834,71-43-2,3
27,54.58610842466285,84.69423512354783,71-36-3,3
28,47.51797159861473,77.23033570143653,75-15-0,3
29,61.656826385063816,85.26745920060453,98-82-8,3
30,60.66917044663684,84.33041922342635,120-92-3,3
31,58.33354973125305,83.33961931076001,75-09-2,3
32,63.022299410704015,84.64848217074912,123-25-1,4
33,54.586089787700594,86.38644344798162,7226-23-5,4
34,65.10676091528383,81.26755508347794,96-49-1,4
35,54.14630218516506,83.00213479810256,123-91-1,4
36,57.27061772216697,83.53793738613341,107-21-1,4
37,56.070280068652785,79.61415717604376,141-78-6,4
38,53.85828543141207,82.6591526533969,109-94-4,4
39,52.4500143722663,80.41550297913611,142-82-5,4
