NAME,conversion,de,solvent,batch
TYPE,DATA,DATA,DATA,METADATA
0,60.00236860271822,82.17999051079047,107-21-1,0
1,77.42125125240517,81.18042965210806,100-51-6,0
2,56.088715798374636,86.4966426436349,628-63-7,0
3,47.135716949962884,79.25071123031746,75-05-8,0
4,59.37144495960673,83.98834682552148,98-82-8,1
5,61.79993726398987,81.814970982263,108-93-0,1
6,55.36444531009926,83.35892064092998,540-84-1,1
7,96.85642086697267,80.68235234721573,56-81-5,1
8,59.56655484298192,85.52677041845544,7226-23-5,2
9,54.89796187030822,82.60180237641654,107-06-2,2
10,53.62835509077789,86.94939567639719,110-71-4,2
11,60.83677543734804,81.68844556559533,57-55-6,2
12,65.78482939145852,81.56803818555143,96-49-1,3
13,53.01249705751398,86.16986010170237,109-69-3,3
14,57.742316440833314,83.6833654368908,591-78-6,3
15,55.10457223686246,84.27502244326578,1634-04-4,3
16,62.36194685089699,86.83846031218808,108-24-7,4
17,65.68099338333113,83.24805103630804,67-68-5,4
18,55.42510593199451,82.32288923938336,109-86-4,4
19,55.22753355046614,88.62964982512896,75-85-4,4
20,64.6509144528042,83.51277247436244,872-50-4,5
21,64.01522651579108,88.59656261690496,108-75-8,5
22,55.0097258638542,83.40548981369118,75-65-0,5
23,53.574021834837325,83.32074411168453,110-19-0,5
24,54.79426114538312,89.07732581503211,109-66-0,6
25,52.545288358096315,83.6428029180139,96-47-9,6
26,56.87497013564191,88.5673483956173,123-51-3,6
27,53.41493814465436,83.99699729423237,71-43-2,6
28,53.15558362499823,79.60520241213167,71-36-3,7
29,47.631960593465465,80.20982902406328,75-15-0,7
30,58.93332938575896,83.62301889249602,108-90-7,7
31,59.40407387953824,82.07057803436746,120-92-3,7
32,51.32870753780044,85.54813096433143,75-09-2,8
33,58.64902405810417,86.20178274833977,123-91-1,8
34,54.33311480625378,83.48510989057733,64-17-5,8
35,58.7423502474704,77.30304803926602,141-78-6,8
36,48.62538918299284,81.07652644909278,109-94-4,9
37,48.1448492657055,74.91724916006707,64-18-6,9
38,51.4566318698619,81.46050281675525,142-82-5,9
39,51.055999567275926,80.55681823021249,110-54-3,9
