NAME,conversion,de,solvent,batch
TYPE,DATA,DATA,DATA,METADATA
0,49.45394959208041,76.30141126983227,64-18-6,0
1,68.67904959424332,82.27164688753987,111-70-6,0
2,76.95606386067537,81.53982870488443,126-33-0,0
3,86.32444964481341,81.42171835881086,111-87-5,0
4,42.64017488811102,76.16833366252794,107-31-3,1
5,55.89071925175232,67.87099764939732,76-05-1,1
6,59.54706122509222,83.94631894994752,108-10-1,1
7,52.90886694284294,82.89662566364083,64-17-5,1
8,96.08016616223935,78.00538303692115,56-81-5,2
9,53.3166861124293,82.132473559257,107-06-2,2
10,55.52581343318782,81.68948475121253,110-71-4,2
11,60.07392416524995,83.60783157339895,57-55-6,2
12,59.07376410780477,85.93516945589673,7226-23-5,3
13,65.04147896292857,80.86252619167578,96-49-1,3
14,57.82405858976733,83.58414718900003,109-69-3,3
15,66.23412772394633,86.49046917962131,108-75-8,3
16,74.55001756523275,82.2498576513383,100-51-6,4
17,62.41127875029897,87.71566932169092,591-78-6,4
18,55.23868440678098,83.10293878319321,1634-04-4,4
19,55.938713545603775,84.66491347149247,109-86-4,4
20,57.38636925968421,86.0955113709294,123-92-2,5
21,52.5797486957774,86.4946699108438,98-08-8,5
22,59.01758747546851,90.35249087443286,628-63-7,5
23,56.5459990037431,87.4210750860435,75-85-4,5
24,65.85978170658615,82.20023375543532,127-19-5,6
25,67.40035750405463,78.97946139834161,67-68-5,6
26,57.084837329049414,86.73560027561219,75-65-0,6
27,59.32053518721019,84.8362108362492,110-19-0,6
28,66.32622297649897,82.7457377701261,108-93-0,7
29,58.54424092793728,85.321153940216,123-25-1,7
30,60.88846910944512,85.85074805928,680-31-9,7
31,53.38709482204875,86.56040027569757,96-47-9,7
32,54.29908565104569,86.99966944957043,123-51-3,8
33,62.879335076450644,83.19152811333646,108-24-7,8
34,56.159881388907635,81.32527706529888,71-43-2,8
35,57.48350780963108,83.16925983497902,71-36-3,8
36,50.95271194407986,78.92716294173019,75-15-0,9
37,58.487125928060415,85.28728232364769,108-90-7,9
38,61.46295827106569,84.81330318461977,98-82-8,9
39,58.67015993864556,84.81744161308885,120-92-3,9
