NAME,conversion,de,solvent,batch
TYPE,DATA,DATA,DATA,METADATA
0,53.597707968301,87.32261974250058,75-52-5,0
1,81.5328666176261,81.07700974817445,111-87-5,0
2,81.48314738373844,82.96853217851836,111-87-5,0
3,82.47257049829996,81.78612488128323,126-33-0,0
4,49.97524484206804,66.0091288628986,76-05-1,0
5,54.70503236912907,83.78931400604,7226-23-5,0
6,60.555727204255675,84.24805073719305,108-20-3,0
7,60.61961188406823,79.95724315556284,107-21-1,0
8,96.6063774829426,77.03597168244978,56-81-5,1
9,60.48217353662906,83.59039746464445,107-06-2,1
10,56.873913272505256,84.3700748032987,110-71-4,1
11,61.611187103066875,80.65389982654358,57-55-6,1
12,66.13265794269986,85.56535867557406,96-49-1,1
13,54.255787551943065,88.30958208574215,109-69-3,1
14,69.09299764697946,86.07796741366116,108-75-8,1
15,60.69052790377541,82.15405391140457,591-78-6,1
16,41.13707770217303,76.2851871998509,107-31-3,2
17,63.50765478105488,84.37060993899142,111-70-6,2
18,45.84279813228325,79.57467192135552,75-05-8,2
19,47.60588342523221,81.11972591128863,79-20-9,2
20,52.81345619805267,85.83749006022407,75-09-2,2
21,73.39001097211158,83.25643129089202,108-32-7,2
22,54.361118176694575,84.79847472833985,109-86-4,2
23,55.51194157962179,81.82783911232964,75-85-4,2
24,53.04750417785382,79.1169633302552,60-29-7,3
25,52.019402502246024,81.84650844310407,109-99-9,3
26,55.570611520960696,82.60865076283194,75-65-0,3
27,60.22021303823521,83.82054560081114,110-19-0,3
28,53.992905875950115,85.44022654211726,96-47-9,3
29,55.59415023243639,85.93590676409053,123-51-3,3
30,62.27945428786589,81.32952867386122,108-24-7,3
31,54.68201343369856,83.6945097227579,71-43-2,3
32,77.84740268555453,86.31243555355223,100-51-6,4
33,54.88982774046245,88.70938436354861,1634-04-4,4
34,55.765103893677264,81.79157220075598,71-36-3,4
35,52.118792533042544,78.13040584080565,75-15-0,4
36,58.07559040834677,84.13215358176646,108-90-7,4
37,59.81856776928349,85.1910303158914,98-82-8,4
38,63.5944898967022,80.41198231843745,108-93-0,4
39,57.31249498461196,80.87533780183263,120-92-3,4
