NAME,conversion,de,solvent,batch
TYPE,DATA,DATA,DATA,METADATA
0,56.05345434471264,84.77608150483314,75-52-5,0
1,60.73338256261183,87.28351371849304,111-96-6,0
2,64.08059740859194,88.51917974922252,102-76-1,0
3,59.706980278658136,80.77269022820451,107-21-1,0
4,60.28639786400468,88.57034452797414,7226-23-5,0
5,53.42409094508509,81.74427890383548,108-87-2,0
6,81.8795203676015,81.66439968788924,111-87-5,0
7,63.51587147789235,79.16789320579475,107-21-1,0
8,90.44721930035604,75.70367836734485,56-81-5,1
9,57.80212670930524,84.11379855179847,107-06-2,1
10,55.60990070865713,82.23347053833274,110-71-4,1
11,62.50789292162704,80.28343811212115,57-55-6,1
12,67.71767040197798,85.93029746916294,96-49-1,1
13,58.039987936339955,82.2350338096988,109-69-3,1
14,61.96907542081899,86.07986266829101,108-75-8,1
15,62.61837484923391,84.93505921972296,591-78-6,1
16,77.22780904694253,84.97220438332938,126-33-0,2
17,62.58341395876428,84.14920542490921,123-25-1,2
18,55.25542623869389,84.06908708223385,1634-04-4,2
19,54.3839658163615,82.17260701976639,109-86-4,2
20,57.34160095207068,86.68934879006439,75-85-4,2
21,52.73518928664443,85.74941916098237,75-65-0,2
22,55.757490579793604,84.10258126394987,110-19-0,2
23,48.52537066958919,83.23047564126573,96-47-9,2
24,56.07443717403575,83.36349680812248,680-31-9,3
25,57.9543455078458,83.96442371271256,123-51-3,3
26,56.32118786431953,83.11572700582809,108-24-7,3
27,55.529997312799445,83.64410196944584,71-43-2,3
28,74.0550353195274,82.43818897310534,100-51-6,3
29,55.22067268829848,84.97314648427414,71-36-3,3
30,45.99561476115888,80.26133018791329,75-15-0,3
31,59.98983834925449,87.06636603277296,108-90-7,3
32,60.4256987034188,82.4183557594405,98-82-8,4
33,62.52337788425723,81.60004582232838,108-93-0,4
34,60.82608992621603,85.06619153412697,120-92-3,4
35,52.123417276322016,85.90819781207469,75-09-2,4
36,57.17695594202015,86.50341846212889,123-91-1,4
37,51.95392328146734,80.53053362032314,64-17-5,4
38,56.95817006034975,81.76445195773067,141-78-6,4
39,49.59494895192834,81.8381159918831,109-94-4,4
