NAME,conversion,de,solvent,batch
TYPE,DATA,DATA,DATA,METADATA
0,74.34209317752678,84.32314034296256,100-51-6,0
1,97.56375285508753,75.17149321525142,56-81-5,0
2,41.596407300797196,77.7704104602309,107-31-3,0
3,51.9893157180593,80.6776726330828,108-20-3,0
4,68.66755865147289,83.73413861718218,111-70-6,1
5,66.4105249745733,85.91577184635129,96-49-1,1
6,67.54209893693559,80.15183211401083,67-68-5,1
7,55.24843919169185,85.20977570249019,107-06-2,1
8,42.079709470970045,66.61223449379749,7732-18-5,2
9,83.54029668344346,86.24074738186445,111-87-5,2
10,47.29892875994662,73.56805762237731,64-18-6,2
11,52.20678286151339,80.9319867858255,79-09-4,2
12,53.96271350861306,84.7537760375169,110-71-4,3
13,61.900004718815715,82.13543860935728,57-55-6,3
14,60.468711422439775,83.8113662657712,7226-23-5,3
15,60.30032669168597,84.06529621310341,109-69-3,3
16,66.30827543047359,89.20629304935329,108-75-8,4
17,62.1221380427913,86.09353928195709,102-76-1,4
18,59.78447699354322,86.40776965523423,591-78-6,4
19,54.20909925278659,87.75445390319418,1634-04-4,4
20,59.58704358888513,83.98642506651758,109-86-4,5
21,53.57281727389364,83.84673993207255,75-85-4,5
22,55.01737397526174,86.08361670408449,75-65-0,5
23,58.61413868509157,84.17017319556994,110-19-0,5
24,52.7926866667912,85.59366743134836,96-47-9,6
25,55.18841706360335,89.62585175846704,123-51-3,6
26,59.387816257877915,78.46841857024191,108-24-7,6
27,55.052491167087474,86.63500865819042,71-43-2,6
28,55.52476252678185,81.32979267704063,71-36-3,7
29,49.97722174070229,79.8462580532256,75-15-0,7
30,56.3017524629932,87.44004016176027,108-90-7,7
31,58.129404981934,82.60773183896684,98-82-8,7
32,61.35239657914474,82.63835729031646,108-93-0,8
33,55.93239644543612,82.66102777888733,120-92-3,8
34,55.40122464684347,86.56091961811406,75-09-2,8
35,63.0222449630813,83.93459507092167,123-25-1,8
36,58.6986829689907,87.07744326003956,123-91-1,9
37,57.56901027174392,79.83138834687485,107-21-1,9
38,52.881840977256445,85.50158016960118,64-17-5,9
39,54.23309959621696,79.54151401355618,141-78-6,9
