NAME,conversion,de,solvent,batch
TYPE,DATA,DATA,DATA,METADATA
0,63.21488489497885,75.78124492886793,108-93-0,0
1,78.9520096093499,82.72185426330958,126-33-0,0
2,55.753277254746166,81.45006652700702,540-84-1,0
3,50.73819172209276,85.34667812728193,75-52-5,0
4,58.339487514433365,83.54202180381833,109-66-0,1
5,50.42216736000033,79.70740611483117,108-87-2,1
6,56.30026699669369,83.66872218451897,71-23-8,1
7,55.35978648492779,82.98088273493002,141-78-6,1
8,52.504415583957,84.85259156711116,78-92-2,2
9,58.26596794686883,84.26666422469621,100-66-3,2
10,50.870933638575835,82.0773319820104,109-94-4,2
11,55.22555465870338,85.85867783091732,1634-04-4,2
12,63.642620582111405,85.43335073587723,127-19-5,3
13,55.09052480896789,83.99313568356861,64-17-5,3
14,61.767574706402186,79.13644723899941,108-24-7,3
15,59.47518002497883,82.8012864494078,591-78-6,3
16,63.59215077594052,86.40825022473996,108-75-8,4
17,60.540085868842134,88.02982805813261,98-08-8,4
18,58.19848862616889,84.77216194618265,111-96-6,4
19,92.95555700523897,75.69365237484887,56-81-5,4
20,63.67889599798605,85.03299655345896,102-76-1,5
21,64.09604234606853,84.63179790614522,872-50-4,5
22,61.17620813195117,87.0573088466569,680-31-9,5
23,62.967105515132054,85.79661046832975,123-25-1,5
24,65.14264400961706,80.80615125505204,67-68-5,6
25,57.25202686931002,84.423096413972,107-06-2,6
26,54.93428543048716,86.17628411259295,110-71-4,6
27,59.368794974407855,81.7367389530951,57-55-6,6
28,66.7904941220276,82.76207341099293,96-49-1,7
29,55.28842090031256,80.5040203484248,109-69-3,7
30,55.362628311164684,85.82821109702797,109-86-4,7
31,56.43960201674117,80.920849056458,75-85-4,7
32,57.17908158272043,84.36924881180632,75-65-0,8
33,54.7174788637162,86.98298775229131,110-19-0,8
34,54.14519980774953,90.21796244902099,96-47-9,8
35,59.479278540837626,87.81267093160591,123-51-3,8
36,49.89267129613264,84.96261528928311,71-43-2,9
37,77.50506020211975,82.69842238319835,100-51-6,9
38,55.28924769705914,84.1462135944401,71-36-3,9
39,49.23719210359724,73.23460581761071,75-15-0,9
