NAME,conversion,de,solvent,batch
TYPE,DATA,DATA,DATA,METADATA
0,48.265183300416815,79.04461754830268,75-05-8,0
1,63.383254068891716,86.24317854501213,96-49-1,0
2,56.01681532631923,86.90771693393414,123-51-3,0
3,83.45612717832825,80.27355095655105,111-87-5,0
4,80.44513472082325,84.136200948061,111-87-5,0
5,54.53846734457541,81.78447207398798,79-09-4,0
6,76.90442654197645,87.9825092189145,126-33-0,0
7,54.220704076325056,82.70117119237969,540-84-1,0
8,58.97933033574315,85.41667677164492,123-92-2,1
9,100.73168866505111,82.88004012261943,56-81-5,1
10,54.30108444585943,88.13266882006984,107-06-2,1
11,56.8534658299973,86.8149326877521,110-71-4,1
12,56.288692882009315,81.34722049327256,57-55-6,1
13,51.47878096651416,83.36751009867237,109-69-3,1
14,61.29131055866951,84.57096629537887,591-78-6,1
15,52.25418561863229,82.44392202634603,1634-04-4,1
16,58.56254999883291,85.19415892712901,7226-23-5,2
17,62.01837618762169,89.87292682944754,108-75-8,2
18,57.125944062584296,82.90993860752917,109-86-4,2
19,55.923125325007916,84.2586775684894,75-85-4,2
20,56.901997421419836,80.85640530493863,75-65-0,2
21,60.975797963069994,88.21473846205234,110-19-0,2
22,53.20092705169053,81.45822960488955,96-47-9,2
23,58.687738881732116,82.620092141247,108-24-7,2
24,57.573215043448656,83.88125981684506,71-43-2,3
25,75.43368021877696,80.63908399335938,100-51-6,3
26,53.6030262068766,84.97109427341773,71-36-3,3
27,47.54919782352582,81.81328058892933,75-15-0,3
28,56.143589338401085,85.4240554882157,108-90-7,3
29,59.47090073549852,86.09347059064989,98-82-8,3
30,65.80199256487673,82.1092168185001,108-93-0,3
31,57.648642462137644,81.5402286841358,120-92-3,3
32,52.274594741481984,83.36180012067297,75-09-2,4
33,50.557124959015,86.56154813224907,123-91-1,4
34,62.048306141608755,78.34456265352563,107-21-1,4
35,57.917886476877236,85.38090349381125,64-17-5,4
36,54.88624270029728,84.10475718786026,141-78-6,4
37,53.719723658514624,85.98600460075589,109-94-4,4
38,50.45870845362774,76.28494654268151,64-18-6,4
39,55.45186592466289,79.14248735680201,142-82-5,4
