NAME,conversion,de,solvent,batch
TYPE,DATA,DATA,DATA,METADATA
0,55.40050072300539,84.71320292824323,71-23-8,0
1,65.56044297609283,87.73807211690139,111-96-6,0
2,77.6056233526791,88.3410826157254,100-51-6,0
3,58.41831782594621,80.90053516712082,107-21-1,0
4,54.1249266676655,81.60493485811314,109-66-0,1
5,50.82803805282685,82.96977529567636,1634-04-4,1
6,51.03115459502645,80.81409286268789,75-15-0,1
7,58.46329887539211,83.02114767751614,110-19-0,1
8,93.99698479687474,78.5690013872563,56-81-5,2
9,58.779683760614034,84.17329758734299,107-06-2,2
10,55.367432036826024,84.13789814336793,110-71-4,2
11,62.77937729369929,83.96672447884876,57-55-6,2
12,60.96245740361784,86.3504586803275,7226-23-5,3
13,69.14304800209865,84.48875465351576,96-49-1,3
14,58.65569393057817,85.70244018543093,109-69-3,3
15,62.658170566842635,88.51341823241218,108-75-8,3
16,80.52160191857318,81.86321712803364,111-87-5,4
17,60.224656428427245,85.8417775394268,680-31-9,4
18,55.212004856164086,84.6262936120556,591-78-6,4
19,58.54946393058254,84.40230602408441,109-86-4,4
20,51.245004983543254,80.33543383163378,75-85-4,5
21,56.85216253540613,85.72356484047056,75-65-0,5
22,56.401592862485835,83.83241524562722,96-47-9,5
23,57.23038968882337,83.45727068271822,123-51-3,5
24,60.32026458704223,79.78483431585475,108-24-7,6
25,56.0278751601591,82.46953805217277,71-43-2,6
26,54.42365862418555,82.58230562469976,71-36-3,6
27,59.38869535443176,82.11515440681258,108-90-7,6
28,57.98769151486539,87.70844136889616,98-82-8,7
29,65.6098021395334,81.48961911145533,108-93-0,7
30,59.213211751903636,80.84682809517376,120-92-3,7
31,48.21483452519691,85.12204593472555,75-09-2,7
32,59.252964790837616,83.52350295741998,123-25-1,8
33,60.43187793241458,83.1750896220631,123-91-1,8
34,54.5082353299485,86.95826043741836,64-17-5,8
35,54.02217910834172,81.62096224111282,141-78-6,8
36,52.24846682377744,83.13045676415176,109-94-4,9
37,50.0741367423593,78.78331079593494,64-18-6,9
38,53.05863954468114,81.74187345350148,142-82-5,9
39,71.0951221928069,79.81906217238807,111-70-6,9
