NAME,conversion,de,solvent,batch
TYPE,DATA,DATA,DATA,METADATA
0,90.36438426065635,77.31170840925286,56-81-5,0
1,70.30937960678109,83.86219065602502,96-49-1,0
2,51.518052583336846,69.9243470675395,76-05-1,0
3,59.61021872409082,80.65276775457552,7226-23-5,0
4,54.91326872676728,82.68753427186543,75-09-2,0
5,56.536912005803245,83.80071482101192,628-63-7,0
6,57.89576499578017,82.07501818189344,141-78-6,0
7,59.17330104748485,84.11982664425071,98-82-8,0
8,60.20253519496818,84.43161434979629,123-25-1,1
9,80.4393821741523,82.80924403300672,126-33-0,1
10,57.22080045079067,83.52305566614652,107-06-2,1
11,54.752234977805976,84.23417257808109,110-71-4,1
12,59.972999304549674,82.21031733242008,57-55-6,1
13,57.68841936490604,88.1557922023515,109-69-3,1
14,65.09967310890255,87.91107633052854,108-75-8,1
15,59.120340444716156,83.33673455442481,591-78-6,1
16,54.59122706992036,87.41006311793507,1634-04-4,2
17,54.14973705059412,89.58379513282446,109-86-4,2
18,55.23518726595661,86.75411584470625,75-85-4,2
19,59.44421810518673,79.24797058382786,75-65-0,2
20,63.37003292333623,85.17079680486944,110-19-0,2
21,55.12420522828098,83.89020655300227,96-47-9,2
22,55.705644529087465,89.39103696665363,123-51-3,2
23,67.0597905001946,83.88319324068412,108-24-7,2
24,64.14943389835501,84.260967261,102-76-1,3
25,53.07123355545602,82.5563855715003,71-43-2,3
26,80.50641351541596,84.53558479393676,100-51-6,3
27,51.59361320473798,86.46558334672837,71-36-3,3
28,53.12966665094792,80.02421501237669,75-15-0,3
29,60.59345346018876,86.97939629440069,108-90-7,3
30,64.4809982128353,79.73428496122264,108-93-0,3
31,58.73143328991649,82.77440034324118,120-92-3,3
32,53.88874033539937,83.433129144841,123-91-1,4
33,55.05734053769724,80.30781007218299,107-21-1,4
34,56.04234741398963,86.26576432048444,64-17-5,4
35,53.881649265623466,81.42638002246562,109-94-4,4
36,48.88369955094045,75.66609441843717,64-18-6,4
37,59.92244094861706,81.32841161383327,142-82-5,4
38,70.362209718959,83.02286260108286,111-70-6,4
39,57.8560438304477,86.52255461446106,680-31-9,4
