NAME,conversion,de,solvent,batch
TYPE,DATA,DATA,DATA,METADATA
0,58.55850624973931,78.80958000930124,107-21-1,0
1,81.09278150046117,80.95784772082372,126-33-0,0
2,78.00893269679291,83.14026741293186,111-87-5,0
3,50.36365457279371,82.9238473890562,60-29-7,0
4,54.95157934061289,84.55586359870836,109-66-0,1
5,51.73168407807106,84.53055385607998,110-82-7,1
6,58.06199588376157,86.34272637972529,591-78-6,1
7,93.73659996176048,78.77757637385794,56-81-5,1
8,56.84871068781944,84.78984262527612,108-10-1,2
9,57.82614375083553,88.53273384869341,108-94-1,2
10,71.0772198063846,77.77711651449016,108-32-7,2
11,55.82875944557888,86.66625951531788,107-06-2,2
12,63.91235222996341,86.79599747101521,127-19-5,3
13,60.65545359446126,80.96041806070308,108-24-7,3
14,54.22540648847869,82.21574404508884,110-71-4,3
15,60.441407724738944,82.4145814138997,57-55-6,3
16,67.75141045140327,83.4706637117501,111-70-6,4
17,62.52599161514876,84.78477656183841,7226-23-5,4
18,63.84906055356544,84.52276713403964,111-96-6,4
19,66.53515049995104,78.55358933639003,96-49-1,4
20,65.5102997171027,81.28488521889132,108-93-0,5
21,65.29954242330095,81.72182818018756,872-50-4,5
22,53.233698980204665,86.07947353912726,109-69-3,5
23,60.49755819896852,86.15552303448098,108-75-8,5
24,52.45328959954574,85.57820080090863,1634-04-4,6
25,59.05439354462476,84.83687551116662,109-86-4,6
26,54.744438878079386,83.87656867322976,75-85-4,6
27,54.803945781531134,82.00674577974455,75-65-0,6
28,75.88582103990548,83.4195383560436,100-51-6,7
29,60.34083999109076,84.87208834530202,110-19-0,7
30,55.039269952573136,87.28249688923258,96-47-9,7
31,51.68946893447368,83.04222888977941,123-51-3,7
32,55.364835109797205,85.12343816669521,71-43-2,8
33,57.403463923373174,86.04788263281746,71-36-3,8
34,46.53836401821757,77.06146646030422,75-15-0,8
35,58.071272940192436,83.37967262644261,108-90-7,8
36,62.70089056967369,83.08755950138796,98-82-8,9
37,59.6013802319268,83.56246204740332,120-92-3,9
38,56.427717336052844,80.22719405403748,75-09-2,9
39,56.04477383267008,87.01165154959332,123-91-1,9
