0.033979,1.3092
1.0818,0.30751
0.19402,1.5328
1.6065,0.34768
0.67081,1.1092
0.30858,1.2678
1.1395,0.82386
1.2305,0.56147
0.8753,1.1348
0.55294,1.1589
0.46436,1.4169
0.4396,1.1077
1.4552,0.077798
0.35917,1.2525
1.038,0.83552
0.8209,1.1341
0.85625,0.93355
1.3862,0.83627
0.76265,1.3757
1.5856,0.02974
1.345,0.59599
1.0887,0.91086
1.2889,0.73358
1.4415,0.25532
0.28197,1.5981
0.11046,1.1347
1.5855,0.22251
0.93699,1.1138
1.3481,0.4809
0.99782,0.904
0.23648,1.175
0.12908,1.2889
0.061763,1.3099
0.0077591,1.183
0.0065284,1.0122
1.0844e-16,1.7709
0.91081,0.94047
0.19069,1.0825
0.60988,1.2068
1.1388,0.35237
1.6634,0.48508
0.60724,1.3614
0.42375,1.0187
0.29276,1.0779
0.93874,0.92828
1.1613,0.32918
0.0066679,1.1489
0.14844,1.1624
1.0363,0.52099
0.055538,1.0037
1.1875,0.099867
0.18155,1.1196
1.3077,0.066937
0.26524,1.1716
0.34125,0.97871
0.028613,1.1214
0.05724,1.0391
0.089497,1.139
0.8215,0.91913
0.44793,1.0336
6.4339e-17,1.0507
0.46091,1.0605
0.55153,1.1918
0.011207,1.2783
1.0977,0.094445
0.039933,1.4475
0.37628,0.9333
1.2022,0.025877
0.061859,1.0151
1.3032,0.1195
0.028087,1.0855
0.0035068,1.071
0.54661,0.95355
1.0089,0.34857
0.058015,1.0489
1.1444,0.37678
1.1451,0.29917
1.0311,0.11007
1.0687,0
1.1078,0
0.045285,1.0493
1.0291,0.18544
1.1578,0.013518
1.0362,0.08005
1.3094,0.50103
0.34739,0.98163
1.0018,0.19521
1.0354,0.092911
0.47374,0.88925
1.0504,0.00086415
1.0343,0.10546
0.67667,0.83356
1.0741,0.054625
1.02,0
1.0833,0.14966
1.0258,0
6.4212e-17,1.0487
6.3889e-17,1.0434
0.79387,0.79497
1.0458,0.007458
1.0473,0.075017
0.016586,1.0176
0.99707,0.24224
1.0573,0.12033
1.0478,0.16052
0.91646,0.5921
1.0363,0.063545
0.042151,1.017
1.0142,0.0084726
1.0318,0
0.84458,0.58343
1.027,0.032546
1.1271,0.017673
1.0928,0
6.6612e-17,1.0879
0.91727,0.40911
6.5876e-17,1.0758
6.7736e-17,1.1062
0.99718,0.27301
1.0368,0
6.3662e-17,1.0397
0.14257,1.0012
1.0213,0
0.003675,1.0228
0.9088,0.50134
1.1296,0
0.91842,0.44763
0.69254,0.73693
1.0299,0
6.2436e-17,1.0197
