1.1521,-0.10262
-0.10827,1.217
-0.10827,1.217
0.030553,0.95863
0.96587,0.12573
0.14476,0.95755
0.96746,-0.011687
0.34731,0.88618
0.50099,0.85323
0.24383,0.9056
0.40735,0.85783
0.67483,0.70714
-0.10724,1.138
0.89229,0.35142
0.85898,0.52833
0.89033,0.41964
0.74967,0.62194
0.67642,0.65919
0.92229,0.25859
0.86255,0.47623
0.6418,0.71219
0.77826,0.57522
0.59756,0.73822
0.70517,0.62264
0.35607,0.87037
0.94354,0.17781
0.57626,0.8195
-0.052611,1.0045
-0.0098476,0.97836
-0.082649,1.1001
0.769,0.59703
0.91096,0.29395
0.58486,0.75534
-0.099662,1.1133
-0.034359,0.98253
0.8806,0.44218
0.79757,0.5677
-0.07337,1.0688
0.84732,0.54104
0.20043,0.93361
0.51461,0.8513
-0.05774,1.0354
0.39016,0.86334
0.93319,0.24032
0.96102,0.12819
0.5836,0.77556
0.75907,0.60781
0.95811,0.16307
0.86673,0.45124
0.18253,0.94097
0.53882,0.84556
0.61764,0.73048
0.80776,0.5571
0.6827,0.6456
0.90178,0.3154
1.1166,-0.099329
-0.047637,0.99064
0.24383,0.9056
1.0164,-0.047325
0.22418,0.9086
0.0072053,0.96628
1.0779,-0.068067
0.93725,0.20857
0.15859,0.94914
0.93769,0.20707
1.0884,-0.075407
1.095,-0.087401
0.82907,0.54556
-0.068094,1.0668
1.0383,-0.054633
0.55819,0.82749
1.0504,-0.064584
0.97458,-0.031969
0.68896,0.63067
1.1049,-0.095089
0.20702,0.91861
0.8256,0.55408
0.16971,0.94603
0.8897,0.42434
1.0607,-0.066287
1.006,-0.036414
-0.064314,1.0428
0.89959,0.32854
0.91066,0.29865
-0.091658,1.1024
0.89854,0.34315
1.0296,-0.051109
0.95182,0.16335
0.0021127,0.96737
0.92957,0.24692
0.86533,0.47094
0.62966,0.72245
0.21609,0.91573
0.5836,0.77556
0.57485,0.82257
-0.10724,1.138
0.55566,0.83758
0.54371,0.83806
0.98576,-0.036244
0.69833,0.62713
